alpha,arrivals_early,arrivals_late,arrivals_on_time,beta,capacity,config,distance_total,exec_s,gamma,history_last,lambda_weight,length_speed_kph,max_operation_time,min_travel_minutes,mu_weight,n_ants,n_iters,objective_cost,pct_on_time,penalty_alpha,penalty_beta,penalty_capacity,penalty_gamma,penalty_time,penalty_total,penalty_window,q,rho,run,scenario,status,targets,time_factor,total_time,unload_time,weight
0.8,2,0,12,2.0,20.0,length_alpha0.8,8457.559983230718,0.4311469699996451,1.0,8577.021363253325,1.0,18.0,600.0,1.5,1.0,30,80,8577.021363253325,85.71428571428571,1.0,1.0,0.0,1.0,0.0,119.46138002260784,119.46138002260784,100.0,0.5,7,E2_medium,ok,14,5.0,401.55536137601507,10,length
1.2,1,1,12,2.0,20.0,length_alpha1.2,8264.46124108432,0.4415914880000855,1.0,8495.113492023069,1.0,18.0,600.0,1.5,1.0,30,80,8495.113492023069,85.71428571428571,1.0,1.0,0.0,1.0,0.0,230.65225093874932,230.65225093874932,100.0,0.5,7,E2_medium,ok,14,5.0,438.90773383750104,10,length
1.0,1,1,12,1.5,20.0,length_beta1.5,8876.323604324076,0.43347064899990073,1.0,9060.35098921237,1.0,18.0,600.0,1.5,1.0,30,80,9060.35098921237,85.71428571428571,1.0,1.0,0.0,1.0,0.0,184.0273848882934,184.0273848882934,100.0,0.5,7,E2_medium,ok,14,5.0,449.10543989149687,10,length
1.0,1,1,12,2.5,20.0,length_beta2.5,7818.0160389090715,0.44569986299939046,1.0,8033.019908320859,1.0,18.0,600.0,1.5,1.0,30,80,8033.019908320859,85.71428571428571,1.0,1.0,0.0,1.0,0.0,215.00386941178715,215.00386941178715,100.0,0.5,7,E2_medium,ok,14,5.0,430.4026318253616,10,length
1.0,1,0,13,2.0,20.0,length_gamma0.7,8506.870467956192,0.44227511000008235,0.7,8666.902532809392,1.0,18.0,600.0,1.5,1.0,30,80,8666.902532809392,92.85714285714286,1.0,1.0,0.0,1.0,0.0,160.03206485320044,160.03206485320044,100.0,0.5,7,E2_medium,ok,14,5.0,442.9478876186989,10,length
1.0,1,0,13,2.0,20.0,length_gamma1.3,8506.870467956192,0.4447714019997875,1.3,8666.902532809392,1.0,18.0,600.0,1.5,1.0,30,80,8666.902532809392,92.85714285714286,1.0,1.0,0.0,1.0,0.0,160.03206485320044,160.03206485320044,100.0,0.5,7,E2_medium,ok,14,5.0,442.9478876186989,10,length
1.0,1,1,12,2.0,20.0,length_rho0.3,8322.760187828088,0.4422072939996724,1.0,8487.11257808861,1.0,18.0,600.0,1.5,1.0,30,80,8487.11257808861,85.71428571428571,1.0,1.0,0.0,1.0,0.0,164.3523902605237,164.3523902605237,100.0,0.3,7,E2_medium,ok,14,5.0,439.87938294989715,10,length
1.0,2,0,12,2.0,20.0,length_rho0.7,8267.210770592006,0.42600957499962533,1.0,8408.99605390765,1.0,18.0,600.0,1.5,1.0,30,80,8408.99605390765,85.71428571428571,1.0,1.0,0.0,1.0,0.0,141.78528331564394,141.78528331564394,100.0,0.7,7,E2_medium,ok,14,5.0,420.70677779173934,10,length
1.0,1,0,13,2.0,20.0,street_time_base,772.2449778489926,0.41015822700046556,1.0,935.9197828270934,1.0,18.0,600.0,1.5,1.0,30,80,935.9197828270934,92.85714285714286,1.0,1.0,0.0,1.0,0.0,163.67480497810084,163.67480497810084,100.0,0.5,7,E2_medium,ok,14,5.0,370.1565744828388,10,street_time
1.0,2,0,12,2.0,20.0,street_time_ants20,801.0492137221252,0.27521381699989433,1.0,900.9814628732448,1.0,18.0,600.0,1.5,1.0,20,80,900.9814628732448,85.71428571428571,1.0,1.0,0.0,1.0,0.0,99.93224915111966,99.93224915111966,100.0,0.5,7,E2_medium,ok,14,5.0,308.0767447844986,10,street_time
1.0,2,0,12,2.0,20.0,street_time_ants40,688.410201763155,0.5302373589993294,1.0,788.3424509142747,1.0,18.0,600.0,1.5,1.0,40,80,788.3424509142747,85.71428571428571,1.0,1.0,0.0,1.0,0.0,99.93224915111966,99.93224915111966,100.0,0.5,7,E2_medium,ok,14,5.0,299.2210746749429,10,street_time
1.0,1,0,13,2.0,20.0,street_time_iters50,767.3665403378673,0.2626686490002612,1.0,931.0413453159681,1.0,18.0,600.0,1.5,1.0,30,50,931.0413453159681,92.85714285714286,1.0,1.0,0.0,1.0,0.0,163.67480497810084,163.67480497810084,100.0,0.5,7,E2_medium,ok,14,5.0,369.7500380235782,10,street_time
1.0,2,0,12,2.0,20.0,street_time_iters120,740.0489835062062,0.5946444609999162,1.0,876.8423001745509,1.0,18.0,600.0,1.5,1.0,30,120,876.8423001745509,85.71428571428571,1.0,1.0,0.0,1.0,0.0,136.79331666834463,136.79331666834463,100.0,0.5,7,E2_medium,ok,14,5.0,340.59208664451705,10,street_time
0.8,2,0,12,2.0,20.0,street_time_alpha0.8,696.7184278869254,0.4068790880000961,1.0,796.650677038045,1.0,18.0,600.0,1.5,1.0,30,80,796.650677038045,85.71428571428571,1.0,1.0,0.0,1.0,0.0,99.93224915111966,99.93224915111966,100.0,0.5,7,E2_medium,ok,14,5.0,299.3825126315654,10,street_time
1.2,2,0,12,2.0,20.0,street_time_alpha1.2,737.4203975811711,0.40724531399973785,1.0,831.4390702705332,1.0,18.0,600.0,1.5,1.0,30,80,831.4390702705332,85.71428571428571,1.0,1.0,0.0,1.0,0.0,94.01867268936212,94.01867268936212,100.0,0.5,7,E2_medium,ok,14,5.0,297.39168119802014,10,street_time
1.0,2,0,12,1.5,20.0,street_time_beta1.5,706.3277157910996,0.40662076300031913,1.0,856.4847756012086,1.0,18.0,600.0,1.5,1.0,30,80,856.4847756012086,85.71428571428571,1.0,1.0,0.0,1.0,0.0,150.15705981010893,150.15705981010893,100.0,0.5,7,E2_medium,ok,14,5.0,350.93901150292766,10,street_time
1.0,1,0,13,2.5,20.0,street_time_beta2.5,702.4888631895388,0.4041446689998338,1.0,866.1636681676397,1.0,18.0,600.0,1.5,1.0,30,80,866.1636681676397,92.85714285714286,1.0,1.0,0.0,1.0,0.0,163.67480497810084,163.67480497810084,100.0,0.5,7,E2_medium,ok,14,5.0,364.8744791482428,10,street_time
1.0,2,0,12,2.0,20.0,street_time_gamma0.7,756.9903810569222,0.40051040399976046,0.7,907.147440867031,1.0,18.0,600.0,1.5,1.0,30,80,907.147440867031,85.71428571428571,1.0,1.0,0.0,1.0,0.0,150.15705981010893,150.15705981010893,100.0,0.5,7,E2_medium,ok,14,5.0,354.62998605472103,10,street_time
1.0,3,0,11,2.0,20.0,street_time_gamma1.3,739.2228057458004,0.4075880270002017,1.3,873.0339303621021,1.0,18.0,600.0,1.5,1.0,30,80,873.0339303621021,78.57142857142857,1.0,1.0,0.0,1.0,0.0,133.81112461630164,133.81112461630164,100.0,0.5,7,E2_medium,ok,14,5.0,337.54104644577365,10,street_time
1.0,2,0,12,2.0,20.0,street_time_rho0.3,779.7816795656876,0.39968038700044417,1.0,895.9790937806004,1.0,18.0,600.0,1.5,1.0,30,80,895.9790937806004,85.71428571428571,1.0,1.0,0.0,1.0,0.0,116.19741421491278,116.19741421491278,100.0,0.3,7,E2_medium,ok,14,5.0,323.3072421960421,10,street_time
1.0,3,0,11,2.0,20.0,street_time_rho0.7,720.8995593124247,0.4183917789996485,1.0,835.7635605671171,1.0,18.0,600.0,1.5,1.0,30,80,835.7635605671171,78.57142857142857,1.0,1.0,0.0,1.0,0.0,114.86400125469248,114.86400125469248,100.0,0.7,7,E2_medium,ok,14,5.0,316.3293590205965,10,street_time
1.0,1,4,9,2.0,20.0,random_length_base,19518.60735524189,0.017521320000014384,1.0,19988.058068498765,1.0,18.0,600.0,1.5,1.0,30,80,19988.058068498765,64.28571428571429,1.0,1.0,0.0,1.0,0.0,469.45071325687763,469.45071325687763,100.0,0.5,7,E2_medium,ok,14,5.0,558.6580865368112,10,length
1.0,1,2,11,2.0,20.0,random_street_time_base,1255.5955205289458,0.01670219400057249,1.0,1482.8658459301148,1.0,18.0,600.0,1.5,1.0,30,80,1482.8658459301148,78.57142857142857,1.0,1.0,0.0,1.0,0.0,227.27032540116903,227.27032540116903,100.0,0.5,7,E2_medium,ok,14,5.0,410.7594239782369,10,street_time
1.0,1,1,12,2.0,20.0,greedy_length_base,9611.475542355274,0.016630689999146853,1.0,9821.228031721846,1.0,18.0,600.0,1.5,1.0,30,80,9821.228031721846,85.71428571428571,1.0,1.0,0.0,1.0,0.0,209.75248936657152,209.75248936657152,100.0,0.5,7,E2_medium,ok,14,5.0,461.3579721920171,10,length
1.0,1,0,13,2.0,20.0,greedy_street_time_base,729.4978098826118,0.01607974699982151,1.0,893.1726148607127,1.0,18.0,600.0,1.5,1.0,30,80,893.1726148607127,92.85714285714286,1.0,1.0,0.0,1.0,0.0,163.67480497810084,163.67480497810084,100.0,0.5,7,E2_medium,ok,14,5.0,366.59431048564045,10,street_time
1.0,2,1,11,2.0,20.0,length_base,8031.277531400842,0.4377849390002666,1.0,8247.278314312465,1.0,18.0,600.0,1.5,1.0,30,80,8247.278314312465,78.57142857142857,1.0,1.0,0.0,1.0,0.0,216.00078291162345,216.00078291162345,100.0,0.5,8,E2_medium,ok,14,5.0,422.7745571385534,10,length
1.0,2,1,11,2.0,20.0,length_ants20,8270.93722876503,0.3053114029999051,1.0,8490.932339966055,1.0,18.0,600.0,1.5,1.0,20,80,8490.932339966055,78.57142857142857,1.0,1.0,0.0,1.0,0.0,219.9951112010266,219.9951112010266,100.0,0.5,8,E2_medium,ok,14,5.0,426.76888542795655,10,length
1.0,1,1,12,2.0,20.0,length_ants40,8436.86126401426,0.5947922370005472,1.0,8608.123192058458,1.0,18.0,600.0,1.5,1.0,40,80,8608.123192058458,85.71428571428571,1.0,1.0,0.0,1.0,0.0,171.26192804419765,171.26192804419765,100.0,0.5,8,E2_medium,ok,14,5.0,447.78106755300007,10,length
1.0,1,0,13,2.0,20.0,length_iters50,8073.698887803942,0.284452173000318,1.0,8239.730952657143,1.0,18.0,600.0,1.5,1.0,30,50,8239.730952657143,92.85714285714286,1.0,1.0,0.0,1.0,0.0,166.03206485320044,166.03206485320044,100.0,0.5,8,E2_medium,ok,14,5.0,441.72836128282813,10,length
1.0,1,2,11,2.0,20.0,length_iters120,8616.594557396289,0.6594637250000233,1.0,8793.993873423382,1.0,18.0,600.0,1.5,1.0,30,120,8793.993873423382,78.57142857142857,1.0,1.0,0.0,1.0,0.0,177.39931602709208,177.39931602709208,100.0,0.5,8,E2_medium,ok,14,5.0,450.7766224427006,10,length
0.8,1,0,13,2.0,20.0,length_alpha0.8,8311.94808648695,0.45154192999962106,1.0,8477.980151340149,1.0,18.0,600.0,1.5,1.0,30,80,8477.980151340149,92.85714285714286,1.0,1.0,0.0,1.0,0.0,166.03206485320044,166.03206485320044,100.0,0.5,8,E2_medium,ok,14,5.0,445.6991812608784,10,length
1.2,1,1,12,2.0,20.0,length_alpha1.2,8278.91798377552,0.44989014199927624,1.0,8535.539670635168,1.0,18.0,600.0,1.5,1.0,30,80,8535.539670635168,85.71428571428571,1.0,1.0,0.0,1.0,0.0,256.6216868596476,256.6216868596476,100.0,0.5,8,E2_medium,ok,14,5.0,445.14867954902104,10,length
1.0,2,0,12,1.5,20.0,length_beta1.5,8312.73726756407,0.4492477069998131,1.0,8453.526998738567,1.0,18.0,600.0,1.5,1.0,30,80,8453.526998738567,85.71428571428571,1.0,1.0,0.0,1.0,0.0,140.78973117449607,140.78973117449607,100.0,0.5,8,E2_medium,ok,14,5.0,420.470000600126,10,length
1.0,1,1,12,2.5,20.0,length_beta2.5,8549.518614951283,0.4219406649999655,1.0,8616.77712520636,1.0,18.0,600.0,1.5,1.0,30,80,8616.77712520636,85.71428571428571,1.0,1.0,0.0,1.0,0.0,67.2585102550774,67.2585102550774,100.0,0.5,8,E2_medium,ok,14,5.0,349.51073828362064,10,length
1.0,2,1,11,2.0,20.0,length_gamma0.7,9031.013215726149,0.4494253809998554,0.7,9150.765462377949,1.0,18.0,600.0,1.5,1.0,30,80,9150.765462377949,78.57142857142857,1.0,1.0,0.0,1.0,0.0,119.75224665180048,119.75224665180048,100.0,0.5,8,E2_medium,ok,14,5.0,386.94737455963525,10,length
1.0,2,0,12,2.0,20.0,length_gamma1.3,8312.73726756407,0.4280043870003283,1.3,8453.526998738567,1.0,18.0,600.0,1.5,1.0,30,80,8453.526998738567,85.71428571428571,1.0,1.0,0.0,1.0,0.0,140.78973117449607,140.78973117449607,100.0,0.5,8,E2_medium,ok,14,5.0,420.470000600126,10,length
1.0,2,1,11,2.0,20.0,length_rho0.3,8267.210770592006,0.4341585889997077,1.0,8424.218275473633,1.0,18.0,600.0,1.5,1.0,30,80,8424.218275473633,78.57142857142857,1.0,1.0,0.0,1.0,0.0,157.00750488162726,157.00750488162726,100.0,0.3,8,E2_medium,ok,14,5.0,426.70677779173934,10,length
1.0,2,0,12,2.0,20.0,length_rho0.7,8605.924012435227,0.42426769899975625,1.0,8746.713743609724,1.0,18.0,600.0,1.5,1.0,30,80,8746.713743609724,85.71428571428571,1.0,1.0,0.0,1.0,0.0,140.78973117449607,140.78973117449607,100.0,0.7,8,E2_medium,ok,14,5.0,425.3564463479786,10,length
1.0,2,0,12,2.0,20.0,street_time_base,664.8012425918096,0.4059600339996905,1.0,815.0539207021964,1.0,18.0,600.0,1.5,1.0,30,80,815.0539207021964,85.71428571428571,1.0,1.0,0.0,1.0,0.0,150.25267811038685,150.25267811038685,100.0,0.5,8,E2_medium,ok,14,5.0,348.31171723071805,10,street_time
1.0,2,0,12,2.0,20.0,street_time_ants20,682.0621276198032,0.2650440739998885,1.0,773.9943767709228,1.0,18.0,600.0,1.5,1.0,20,80,773.9943767709228,85.71428571428571,1.0,1.0,0.0,1.0,0.0,91.93224915111966,91.93224915111966,100.0,0.5,8,E2_medium,ok,14,5.0,290.16115427597185,10,street_time
1.0,1,0,13,2.0,20.0,street_time_ants40,780.3660051904809,0.521179200000006,1.0,852.547547525983,1.0,18.0,600.0,1.5,1.0,40,80,852.547547525983,92.85714285714286,1.0,1.0,0.0,1.0,0.0,72.18154233550206,72.18154233550206,100.0,0.5,8,E2_medium,ok,14,5.0,278.60243725791065,10,street_time
1.0,2,0,12,2.0,20.0,street_time_iters50,743.6492782454566,0.2530677029999424,1.0,835.5815273965762,1.0,18.0,600.0,1.5,1.0,30,50,835.5815273965762,85.71428571428571,1.0,1.0,0.0,1.0,0.0,91.93224915111966,91.93224915111966,100.0,0.5,8,E2_medium,ok,14,5.0,295.824331048468,10,street_time
1.0,2,0,12,2.0,20.0,street_time_iters120,766.8089771368897,0.5645346110004539,1.0,839.2345963400983,1.0,18.0,600.0,1.5,1.0,30,120,839.2345963400983,85.71428571428571,1.0,1.0,0.0,1.0,0.0,72.42561920320861,72.42561920320861,100.0,0.5,8,E2_medium,ok,14,5.0,278.45438864860455,10,street_time
0.8,1,0,13,2.0,20.0,street_time_alpha0.8,756.9437150016307,0.38921266499983176,1.0,829.1252573371328,1.0,18.0,600.0,1.5,1.0,30,80,829.1252573371328,92.85714285714286,1.0,1.0,0.0,1.0,0.0,72.18154233550206,72.18154233550206,100.0,0.5,8,E2_medium,ok,14,5.0,277.3882066029598,10,street_time
1.2,1,0,13,2.0,20.0,street_time_alpha1.2,745.4065565126941,0.4161617270001443,1.0,915.081361490795,1.0,18.0,600.0,1.5,1.0,30,80,915.081361490795,92.85714285714286,1.0,1.0,0.0,1.0,0.0,169.67480497810084,169.67480497810084,100.0,0.5,8,E2_medium,ok,14,5.0,373.9200393714806,10,street_time
1.0,2,0,12,1.5,20.0,street_time_beta1.5,853.7865279524814,0.38484505399992486,1.0,904.9478991127733,1.0,18.0,600.0,1.5,1.0,30,80,904.9478991127733,85.71428571428571,1.0,1.0,0.0,1.0,0.0,51.16137116029188,51.16137116029188,100.0,0.5,8,E2_medium,ok,14,5.0,263.700642979534,10,street_time
1.0,2,0,12,2.5,20.0,street_time_beta2.5,722.2878977925458,0.4135307830001693,1.0,814.2201469436654,1.0,18.0,600.0,1.5,1.0,30,80,814.2201469436654,85.71428571428571,1.0,1.0,0.0,1.0,0.0,91.93224915111966,91.93224915111966,100.0,0.5,8,E2_medium,ok,14,5.0,293.5133017903671,10,street_time
1.0,1,0,13,2.0,20.0,street_time_gamma0.7,752.5352179844938,0.39864948299964453,0.7,824.7167603199958,1.0,18.0,600.0,1.5,1.0,30,80,824.7167603199958,92.85714285714286,1.0,1.0,0.0,1.0,0.0,72.18154233550206,72.18154233550206,100.0,0.5,8,E2_medium,ok,14,5.0,277.02083185153197,10,street_time
1.0,2,0,12,2.0,20.0,street_time_gamma1.3,698.3487022490982,0.4215835049999441,1.3,854.5057620592071,1.0,18.0,600.0,1.5,1.0,30,80,854.5057620592071,85.71428571428571,1.0,1.0,0.0,1.0,0.0,156.15705981010888,156.15705981010888,100.0,0.5,8,E2_medium,ok,14,5.0,356.2740937077609,10,street_time
1.0,2,0,12,2.0,20.0,street_time_rho0.3,718.2690270692707,0.39409468100075173,1.0,777.7267619546839,1.0,18.0,600.0,1.5,1.0,30,80,777.7267619546839,85.71428571428571,1.0,1.0,0.0,1.0,0.0,59.457734885413174,59.457734885413174,100.0,0.3,8,E2_medium,ok,14,5.0,260.7038816310544,10,street_time
1.0,1,0,13,2.0,20.0,street_time_rho0.7,730.7139356587603,0.4113970299995344,1.0,832.64618480988,1.0,18.0,600.0,1.5,1.0,30,80,832.64618480988,92.85714285714286,1.0,1.0,0.0,1.0,0.0,101.93224915111966,101.93224915111966,100.0,0.7,8,E2_medium,ok,14,5.0,304.74638583291016,10,street_time
1.0,1,3,10,2.0,20.0,random_length_base,18968.881424379837,0.017218191999745613,1.0,19315.25904386287,1.0,18.0,600.0,1.5,1.0,30,80,19315.25904386287,71.42857142857143,1.0,1.0,0.0,1.0,0.0,346.3776194830316,346.3776194830316,100.0,0.5,8,E2_medium,ok,14,5.0,528.7047020765984,10,length
1.0,2,1,11,2.0,20.0,random_street_time_base,1305.419244640419,0.016284319999613217,1.0,1463.4464376590072,1.0,18.0,600.0,1.5,1.0,30,80,1463.4464376590072,78.57142857142857,1.0,1.0,0.0,1.0,0.0,158.02719301858804,158.02719301858804,100.0,0.5,8,E2_medium,ok,14,5.0,379.3410559177711,10,street_time
1.0,1,1,12,2.0,20.0,greedy_length_base,9611.475542355274,0.01672513700032141,1.0,9778.13012807126,1.0,18.0,600.0,1.5,1.0,30,80,9778.13012807126,85.71428571428571,1.0,1.0,0.0,1.0,0.0,166.6545857159851,166.6545857159851,100.0,0.5,8,E2_medium,ok,14,5.0,467.3579721920171,10,length
1.0,1,0,13,2.0,20.0,greedy_street_time_base,729.4978098826118,0.01591628000005585,1.0,899.1726148607127,1.0,18.0,600.0,1.5,1.0,30,80,899.1726148607127,92.85714285714286,1.0,1.0,0.0,1.0,0.0,169.67480497810084,169.67480497810084,100.0,0.5,8,E2_medium,ok,14,5.0,372.59431048564045,10,street_time
1.0,1,2,11,2.0,20.0,length_base,8616.594557396289,0.4396999409991622,1.0,8867.465480351872,1.0,18.0,600.0,1.5,1.0,30,80,8867.465480351872,78.57142857142857,1.0,1.0,0.0,1.0,0.0,250.87092295558233,250.87092295558233,100.0,0.5,9,E2_medium,ok,14,5.0,458.7766224427006,10,length
1.0,1,1,12,2.0,20.0,length_ants20,8514.851222966685,0.2985212789999423,1.0,8703.76522366313,1.0,18.0,600.0,1.5,1.0,20,80,8703.76522366313,85.71428571428571,1.0,1.0,0.0,1.0,0.0,188.91400069644448,188.91400069644448,100.0,0.5,9,E2_medium,ok,14,5.0,457.080900202207,10,length
1.0,2,1,11,2.0,20.0,length_ants40,8036.425508099518,0.5663790600001448,1.0,8171.21349543259,1.0,18.0,600.0,1.5,1.0,40,80,8171.21349543259,78.57142857142857,1.0,1.0,0.0,1.0,0.0,134.78798733307258,134.78798733307258,100.0,0.5,9,E2_medium,ok,14,5.0,387.17701400338274,10,length
1.0,1,3,10,2.0,20.0,length_iters50,8074.367166368498,0.28548133299955225,1.0,8323.545728419133,1.0,18.0,600.0,1.5,1.0,30,50,8323.545728419133,71.42857142857143,1.0,1.0,0.0,1.0,0.0,249.17856205063373,249.17856205063373,100.0,0.5,9,E2_medium,ok,14,5.0,449.73949925890406,10,length
1.0,1,3,10,2.0,20.0,length_iters120,8073.698887803942,0.6566315840000243,1.0,8310.98869217597,1.0,18.0,600.0,1.5,1.0,30,120,8310.98869217597,71.42857142857143,1.0,1.0,0.0,1.0,0.0,237.28980437202728,237.28980437202728,100.0,0.5,9,E2_medium,ok,14,5.0,449.72836128282813,10,length
0.8,2,0,12,2.0,20.0,length_alpha0.8,8211.92506668944,0.45033337400036544,1.0,8367.710350005083,1.0,18.0,600.0,1.5,1.0,30,80,8367.710350005083,85.71428571428571,1.0,1.0,0.0,1.0,0.0,155.78528331564394,155.78528331564394,100.0,0.5,9,E2_medium,ok,14,5.0,433.78534939336316,10,length
1.2,2,0,12,2.0,20.0,length_alpha1.2,8267.210770592006,0.43090309299986984,1.0,8422.99605390765,1.0,18.0,600.0,1.5,1.0,30,80,8422.99605390765,85.71428571428571,1.0,1.0,0.0,1.0,0.0,155.78528331564394,155.78528331564394,100.0,0.5,9,E2_medium,ok,14,5.0,434.70677779173934,10,length
1.0,1,1,12,1.5,20.0,length_beta1.5,8507.418654730758,0.4423109680001289,1.0,8696.208779289937,1.0,18.0,600.0,1.5,1.0,30,80,8696.208779289937,85.71428571428571,1.0,1.0,0.0,1.0,0.0,188.79012455917922,188.79012455917922,100.0,0.5,9,E2_medium,ok,14,5.0,456.9570240649417,10,length
1.0,2,0,12,2.5,20.0,length_beta2.5,8074.553711254212,0.4389852599997539,1.0,8176.251471303039,1.0,18.0,600.0,1.5,1.0,30,80,8176.251471303039,85.71428571428571,1.0,1.0,0.0,1.0,0.0,101.69776004882624,101.69776004882624,100.0,0.5,9,E2_medium,ok,14,5.0,377.40830353595845,10,length
1.0,1,1,12,2.0,20.0,length_gamma0.7,8267.210770592006,0.44314570400001685,0.7,8451.99743041554,1.0,18.0,600.0,1.5,1.0,30,80,8451.99743041554,85.71428571428571,1.0,1.0,0.0,1.0,0.0,184.78665982353328,184.78665982353328,100.0,0.5,9,E2_medium,ok,14,5.0,452.9535593292958,10,length
1.0,2,1,11,2.0,20.0,length_gamma1.3,8274.674706782525,0.43269648699970276,1.3,8413.43351409365,1.0,18.0,600.0,1.5,1.0,30,80,8413.43351409365,78.57142857142857,1.0,1.0,0.0,1.0,0.0,138.75880731112284,138.75880731112284,100.0,0.5,9,E2_medium,ok,14,5.0,391.147833981433,10,length
1.0,2,0,12,2.0,20.0,length_rho0.3,8514.851222966685,0.43870918300035555,1.0,8670.636506282328,1.0,18.0,600.0,1.5,1.0,30,80,8670.636506282328,85.71428571428571,1.0,1.0,0.0,1.0,0.0,155.78528331564394,155.78528331564394,100.0,0.3,9,E2_medium,ok,14,5.0,438.83411866465053,10,length
1.0,1,2,11,2.0,20.0,length_rho0.7,8562.82747134394,0.43915709300017625,1.0,8811.906158097778,1.0,18.0,600.0,1.5,1.0,30,80,8811.906158097778,78.57142857142857,1.0,1.0,0.0,1.0,0.0,249.07868675383753,249.07868675383753,100.0,0.7,9,E2_medium,ok,14,5.0,457.8805043418282,10,length
1.0,2,0,12,2.0,20.0,street_time_base,695.6500297957352,0.41897958099980315,1.0,845.0846617103782,1.0,18.0,600.0,1.5,1.0,30,80,845.0846617103782,85.71428571428571,1.0,1.0,0.0,1.0,0.0,149.43463191464303,149.43463191464303,100.0,0.5,9,E2_medium,ok,14,5.0,350.064403301968,10,street_time
1.0,2,0,12,2.0,20.0,street_time_ants20,672.8537245403536,0.27403884300019854,1.0,834.6149530566969,1.0,18.0,600.0,1.5,1.0,20,80,834.6149530566969,85.71428571428571,1.0,1.0,0.0,1.0,0.0,161.7612285163433,161.7612285163433,100.0,0.5,9,E2_medium,ok,14,5.0,360.4913077990532,10,street_time
1.0,2,0,12,2.0,20.0,street_time_ants40,708.2340539262739,0.5492815249999694,1.0,838.6229770554155,1.0,18.0,600.0,1.5,1.0,40,80,838.6229770554155,85.71428571428571,1.0,1.0,0.0,1.0,0.0,130.38892312914157,130.38892312914157,100.0,0.5,9,E2_medium,ok,14,5.0,331.5364489736529,10,street_time
1.0,2,0,12,2.0,20.0,street_time_iters50,753.9041200627884,0.2646137870005987,1.0,918.0611798728972,1.0,18.0,600.0,1.5,1.0,30,50,918.0611798728972,85.71428571428571,1.0,1.0,0.0,1.0,0.0,164.15705981010888,164.15705981010888,100.0,0.5,9,E2_medium,ok,14,5.0,368.9037118589017,10,street_time
1.0,2,0,12,2.0,20.0,street_time_iters120,662.9933332527108,0.6068595689994254,1.0,793.3822563818524,1.0,18.0,600.0,1.5,1.0,30,120,793.3822563818524,85.71428571428571,1.0,1.0,0.0,1.0,0.0,130.38892312914157,130.38892312914157,100.0,0.5,9,E2_medium,ok,14,5.0,328.2973031378813,10,street_time
0.8,2,0,12,2.0,20.0,street_time_alpha0.8,696.7184278869254,0.4028381990001435,1.0,778.650677038045,1.0,18.0,600.0,1.5,1.0,30,80,778.650677038045,85.71428571428571,1.0,1.0,0.0,1.0,0.0,81.93224915111966,81.93224915111966,100.0,0.5,9,E2_medium,ok,14,5.0,281.3825126315654,10,street_time
1.2,2,0,12,2.0,20.0,street_time_alpha1.2,820.761385790047,0.4245535039999595,1.0,923.3147864718769,1.0,18.0,600.0,1.5,1.0,30,80,923.3147864718769,85.71428571428571,1.0,1.0,0.0,1.0,0.0,102.55340068182988,102.55340068182988,100.0,0.5,9,E2_medium,ok,14,5.0,313.0782041816558,10,street_time
1.0,2,0,12,1.5,20.0,street_time_beta1.5,735.9918928399053,0.41484622999996645,1.0,827.8851735126401,1.0,18.0,600.0,1.5,1.0,30,80,827.8851735126401,85.71428571428571,1.0,1.0,0.0,1.0,0.0,91.89328067273482,91.89328067273482,100.0,0.5,9,E2_medium,ok,14,5.0,295.8848739804073,10,street_time
1.0,2,0,12,2.5,20.0,street_time_beta2.5,794.7435418684679,0.4047974430004615,1.0,875.2012767538811,1.0,18.0,600.0,1.5,1.0,30,80,875.2012767538811,85.71428571428571,1.0,1.0,0.0,1.0,0.0,80.45773488541317,80.45773488541317,100.0,0.5,9,E2_medium,ok,14,5.0,288.0767578643207,10,street_time
1.0,1,0,13,2.0,20.0,street_time_gamma0.7,713.0218833696338,0.41190811900014523,0.7,857.0121022850371,1.0,18.0,600.0,1.5,1.0,30,80,857.0121022850371,92.85714285714286,1.0,1.0,0.0,1.0,0.0,143.99021891540332,143.99021891540332,100.0,0.5,9,E2_medium,ok,14,5.0,346.0676447672198,10,street_time
1.0,2,0,12,2.0,20.0,street_time_gamma1.3,705.6095192929628,0.41142131600008724,1.3,835.9984424221043,1.0,18.0,600.0,1.5,1.0,30,80,835.9984424221043,85.71428571428571,1.0,1.0,0.0,1.0,0.0,130.38892312914157,130.38892312914157,100.0,0.5,9,E2_medium,ok,14,5.0,331.84865197456895,10,street_time
1.0,1,0,13,2.0,20.0,street_time_rho0.3,675.2509186490829,0.4125476389999676,1.0,852.9257236271837,1.0,18.0,600.0,1.5,1.0,30,80,852.9257236271837,92.85714285714286,1.0,1.0,0.0,1.0,0.0,177.67480497810084,177.67480497810084,100.0,0.3,9,E2_medium,ok,14,5.0,376.6046504365381,10,street_time
1.0,1,0,13,2.0,20.0,street_time_rho0.7,698.3582839765589,0.4139099639996857,1.0,842.3485028919622,1.0,18.0,600.0,1.5,1.0,30,80,842.3485028919622,92.85714285714286,1.0,1.0,0.0,1.0,0.0,143.99021891540332,143.99021891540332,100.0,0.7,9,E2_medium,ok,14,5.0,344.1080512903437,10,street_time
