alpha,arrivals_early,arrivals_late,arrivals_on_time,beta,capacity,config,distance_total,exec_s,gamma,history_last,lambda_weight,length_speed_kph,max_operation_time,min_travel_minutes,mu_weight,n_ants,n_iters,objective_cost,pct_on_time,penalty_alpha,penalty_beta,penalty_capacity,penalty_gamma,penalty_time,penalty_total,penalty_window,q,rho,run,scenario,status,targets,time_factor,total_time,unload_time,weight
1.2,2,0,8,2.0,20.0,length_alpha1.2,5442.883504068259,0.22928773500007082,1.0,5541.505862876802,1.0,18.0,600.0,1.5,1.0,30,80,5541.505862876802,80.0,1.0,1.0,0.0,1.0,0.0,98.62235880854314,98.62235880854314,100.0,0.5,9,E1_small,ok,10,5.0,290.4717321759093,10,length
1.0,2,0,8,1.5,20.0,length_beta1.5,5919.65456534878,0.2285837449999235,1.0,6018.276924157323,1.0,18.0,600.0,1.5,1.0,30,80,6018.276924157323,80.0,1.0,1.0,0.0,1.0,0.0,98.62235880854314,98.62235880854314,100.0,0.5,9,E1_small,ok,10,5.0,298.41791653058465,10,length
1.0,2,0,8,2.5,20.0,length_beta2.5,5433.102876629837,0.22876683899994532,1.0,5531.72523543838,1.0,18.0,600.0,1.5,1.0,30,80,5531.72523543838,80.0,1.0,1.0,0.0,1.0,0.0,98.62235880854314,98.62235880854314,100.0,0.5,9,E1_small,ok,10,5.0,290.3087217186023,10,length
1.0,2,0,8,2.0,20.0,length_gamma0.7,5194.8536779468295,0.23656464299983782,0.7,5293.476036755373,1.0,18.0,600.0,1.5,1.0,30,80,5293.476036755373,80.0,1.0,1.0,0.0,1.0,0.0,98.62235880854314,98.62235880854314,100.0,0.5,9,E1_small,ok,10,5.0,286.33790174055207,10,length
1.0,2,0,8,2.0,20.0,length_gamma1.3,5442.883504068259,0.23154840500046703,1.3,5541.505862876802,1.0,18.0,600.0,1.5,1.0,30,80,5541.505862876802,80.0,1.0,1.0,0.0,1.0,0.0,98.62235880854314,98.62235880854314,100.0,0.5,9,E1_small,ok,10,5.0,290.4717321759093,10,length
1.0,2,0,8,2.0,20.0,length_rho0.3,5194.8536779468295,0.22775593300048058,1.0,5293.476036755373,1.0,18.0,600.0,1.5,1.0,30,80,5293.476036755373,80.0,1.0,1.0,0.0,1.0,0.0,98.62235880854314,98.62235880854314,100.0,0.3,9,E1_small,ok,10,5.0,286.33790174055207,10,length
1.0,2,0,8,2.0,20.0,length_rho0.7,5194.8536779468295,0.22745303400006378,1.0,5293.476036755373,1.0,18.0,600.0,1.5,1.0,30,80,5293.476036755373,80.0,1.0,1.0,0.0,1.0,0.0,98.62235880854314,98.62235880854314,100.0,0.7,9,E1_small,ok,10,5.0,286.33790174055207,10,length
1.0,2,0,8,2.0,20.0,street_time_base,480.26333100488836,0.2163516749997143,1.0,590.7210658903016,1.0,18.0,600.0,1.5,1.0,30,80,590.7210658903016,80.0,1.0,1.0,0.0,1.0,0.0,110.45773488541317,110.45773488541317,100.0,0.5,9,E1_small,ok,10,5.0,251.8700736256891,10,street_time
1.0,2,0,8,2.0,20.0,street_time_ants20,480.26333100488836,0.14726288299971202,1.0,590.7210658903016,1.0,18.0,600.0,1.5,1.0,20,80,590.7210658903016,80.0,1.0,1.0,0.0,1.0,0.0,110.45773488541317,110.45773488541317,100.0,0.5,9,E1_small,ok,10,5.0,251.8700736256891,10,street_time
1.0,2,0,8,2.0,20.0,street_time_ants40,436.2532786228539,0.28437347499948373,1.0,546.7110135082671,1.0,18.0,600.0,1.5,1.0,40,80,546.7110135082671,80.0,1.0,1.0,0.0,1.0,0.0,110.45773488541317,110.45773488541317,100.0,0.5,9,E1_small,ok,10,5.0,248.20256926051945,10,street_time
1.0,2,0,8,2.0,20.0,street_time_iters50,447.4753388728321,0.13477147599951422,1.0,557.9330737582452,1.0,18.0,600.0,1.5,1.0,30,50,557.9330737582452,80.0,1.0,1.0,0.0,1.0,0.0,110.45773488541317,110.45773488541317,100.0,0.5,9,E1_small,ok,10,5.0,249.13774094801772,10,street_time
1.0,3,0,7,2.0,20.0,street_time_iters120,518.1611092273291,0.3095235929995397,1.0,600.0650933429215,1.0,18.0,600.0,1.5,1.0,30,120,600.0650933429215,70.0,1.0,1.0,0.0,1.0,0.0,81.90398411559238,81.90398411559238,100.0,0.5,9,E1_small,ok,10,5.0,227.00538526143032,10,street_time
0.8,2,0,8,2.0,20.0,street_time_alpha0.8,450.9095788899761,0.21183700800065708,1.0,561.3673137753892,1.0,18.0,600.0,1.5,1.0,30,80,561.3673137753892,80.0,1.0,1.0,0.0,1.0,0.0,110.45773488541317,110.45773488541317,100.0,0.5,9,E1_small,ok,10,5.0,249.42392761611313,10,street_time
1.2,3,0,7,2.0,20.0,street_time_alpha1.2,452.9119567593243,0.20697564099918964,1.0,538.0056320685065,1.0,18.0,600.0,1.5,1.0,30,80,538.0056320685065,70.0,1.0,1.0,0.0,1.0,0.0,85.09367530918223,85.09367530918223,100.0,0.5,9,E1_small,ok,10,5.0,224.75764708268628,10,street_time
1.0,3,0,7,1.5,20.0,street_time_beta1.5,474.07457512812096,0.21182738999959838,1.0,587.4636296830379,1.0,18.0,600.0,1.5,1.0,30,80,587.4636296830379,70.0,1.0,1.0,0.0,1.0,0.0,113.38905455491687,113.38905455491687,100.0,0.5,9,E1_small,ok,10,5.0,254.8165778591541,10,street_time
1.0,2,0,8,2.5,20.0,street_time_beta2.5,450.9095788899761,0.21598181100034708,1.0,561.3673137753892,1.0,18.0,600.0,1.5,1.0,30,80,561.3673137753892,80.0,1.0,1.0,0.0,1.0,0.0,110.45773488541317,110.45773488541317,100.0,0.5,9,E1_small,ok,10,5.0,249.42392761611302,10,street_time
1.0,2,0,8,2.0,20.0,street_time_gamma0.7,447.4753388728321,0.2196077910002714,0.7,557.9330737582452,1.0,18.0,600.0,1.5,1.0,30,80,557.9330737582452,80.0,1.0,1.0,0.0,1.0,0.0,110.45773488541317,110.45773488541317,100.0,0.5,9,E1_small,ok,10,5.0,249.13774094801784,10,street_time
1.0,2,0,8,2.0,20.0,street_time_gamma1.3,486.8461308237366,0.22078731399960816,1.3,597.3038657091497,1.0,18.0,600.0,1.5,1.0,30,80,597.3038657091497,80.0,1.0,1.0,0.0,1.0,0.0,110.45773488541317,110.45773488541317,100.0,0.5,9,E1_small,ok,10,5.0,252.41864027725978,10,street_time
1.0,4,0,6,2.0,20.0,street_time_rho0.3,479.58353333337413,0.21627955900021334,1.0,578.4731094819617,1.0,18.0,600.0,1.5,1.0,30,80,578.4731094819617,60.0,1.0,1.0,0.0,1.0,0.0,98.8895761485876,98.8895761485876,100.0,0.3,9,E1_small,ok,10,5.0,240.77617930326267,10,street_time
1.0,2,0,8,2.0,20.0,street_time_rho0.7,450.9095788899761,0.21708166400003392,1.0,561.3673137753892,1.0,18.0,600.0,1.5,1.0,30,80,561.3673137753892,80.0,1.0,1.0,0.0,1.0,0.0,110.45773488541317,110.45773488541317,100.0,0.7,9,E1_small,ok,10,5.0,249.42392761611302,10,street_time
1.0,1,2,7,2.0,20.0,random_length_base,12280.088161685842,0.0065785970000433736,1.0,12575.763017816651,1.0,18.0,600.0,1.5,1.0,30,80,12575.763017816651,70.0,1.0,1.0,0.0,1.0,0.0,295.674856130809,295.674856130809,100.0,0.5,9,E1_small,ok,10,5.0,457.3594184775716,10,length
1.0,1,0,9,2.0,20.0,random_street_time_base,924.4136345828654,0.006446639999921899,1.0,1088.1617268582856,1.0,18.0,600.0,1.5,1.0,30,80,1088.1617268582856,90.0,1.0,1.0,0.0,1.0,0.0,163.74809227542022,163.74809227542022,100.0,0.5,9,E1_small,ok,10,5.0,340.7825618239923,10,street_time
1.0,2,0,8,2.0,20.0,greedy_length_base,5921.843811523459,0.006118735000200104,1.0,6020.466170332003,1.0,18.0,600.0,1.5,1.0,30,80,6020.466170332003,80.0,1.0,1.0,0.0,1.0,0.0,98.62235880854314,98.62235880854314,100.0,0.5,9,E1_small,ok,10,5.0,298.45440396682943,10,length
1.0,2,0,8,2.0,20.0,greedy_street_time_base,462.9248551969037,0.006113084999924467,1.0,573.3825900823169,1.0,18.0,600.0,1.5,1.0,30,80,573.3825900823169,80.0,1.0,1.0,0.0,1.0,0.0,110.45773488541317,110.45773488541317,100.0,0.5,9,E1_small,ok,10,5.0,250.42520064169048,10,street_time
1.0,2,0,8,2.0,20.0,length_base,5923.547655110008,0.23494217000006756,1.0,5997.090876164719,1.0,18.0,600.0,1.5,1.0,30,80,5997.090876164719,80.0,1.0,1.0,0.0,1.0,0.0,73.54322105471056,73.54322105471056,100.0,0.5,10,E1_small,ok,10,5.0,273.40366360610597,10,length
1.0,1,0,9,2.0,20.0,length_ants20,5434.806720216386,0.161249243000384,1.0,5534.69083328459,1.0,18.0,600.0,1.5,1.0,20,80,5534.69083328459,90.0,1.0,1.0,0.0,1.0,0.0,99.88411306820382,99.88411306820382,100.0,0.5,10,E1_small,ok,10,5.0,291.5988733713722,10,length
1.0,1,0,9,2.0,20.0,length_ants40,5196.557521533378,0.31826813199950266,1.0,5296.441634601582,1.0,18.0,600.0,1.5,1.0,40,80,5296.441634601582,90.0,1.0,1.0,0.0,1.0,0.0,99.88411306820382,99.88411306820382,100.0,0.5,10,E1_small,ok,10,5.0,287.6280533933219,10,length
1.0,1,0,9,2.0,20.0,length_iters50,5196.557521533378,0.15428640400023141,1.0,5296.441634601582,1.0,18.0,600.0,1.5,1.0,30,50,5296.441634601582,90.0,1.0,1.0,0.0,1.0,0.0,99.88411306820382,99.88411306820382,100.0,0.5,10,E1_small,ok,10,5.0,287.6280533933219,10,length
1.0,2,0,8,2.0,20.0,length_iters120,5663.113803871414,0.36275870200006466,1.0,5752.831810193661,1.0,18.0,600.0,1.5,1.0,30,120,5752.831810193661,80.0,1.0,1.0,0.0,1.0,0.0,89.71800632224699,89.71800632224699,100.0,0.5,10,E1_small,ok,10,5.0,285.23788468633245,10,length
0.8,1,0,9,2.0,20.0,length_alpha0.8,5444.587347654807,0.24134447800042835,1.0,5544.471460723011,1.0,18.0,600.0,1.5,1.0,30,80,5544.471460723011,90.0,1.0,1.0,0.0,1.0,0.0,99.88411306820382,99.88411306820382,100.0,0.5,10,E1_small,ok,10,5.0,291.7618838286792,10,length
1.2,1,0,9,2.0,20.0,length_alpha1.2,5434.806720216386,0.23923016199933045,1.0,5534.69083328459,1.0,18.0,600.0,1.5,1.0,30,80,5534.69083328459,90.0,1.0,1.0,0.0,1.0,0.0,99.88411306820382,99.88411306820382,100.0,0.5,10,E1_small,ok,10,5.0,291.5988733713722,10,length
1.0,1,0,9,1.5,20.0,length_beta1.5,5196.557521533378,0.24192946399944049,1.0,5296.441634601582,1.0,18.0,600.0,1.5,1.0,30,80,5296.441634601582,90.0,1.0,1.0,0.0,1.0,0.0,99.88411306820382,99.88411306820382,100.0,0.5,10,E1_small,ok,10,5.0,287.6280533933219,10,length
1.0,1,0,9,2.5,20.0,length_beta2.5,5196.557521533378,0.24181937799949083,1.0,5296.441634601582,1.0,18.0,600.0,1.5,1.0,30,80,5296.441634601582,90.0,1.0,1.0,0.0,1.0,0.0,99.88411306820382,99.88411306820382,100.0,0.5,10,E1_small,ok,10,5.0,287.6280533933219,10,length
1.0,1,0,9,2.0,20.0,length_gamma0.7,5434.806720216386,0.24171523200038791,0.7,5534.69083328459,1.0,18.0,600.0,1.5,1.0,30,80,5534.69083328459,90.0,1.0,1.0,0.0,1.0,0.0,99.88411306820382,99.88411306820382,100.0,0.5,10,E1_small,ok,10,5.0,291.5988733713722,10,length
1.0,2,0,8,2.0,20.0,length_gamma1.3,5445.050162657756,0.2354633670001931,1.3,5521.454903345249,1.0,18.0,600.0,1.5,1.0,30,80,5521.454903345249,80.0,1.0,1.0,0.0,1.0,0.0,76.40474068749234,76.40474068749234,100.0,0.5,10,E1_small,ok,10,5.0,268.29022503135025,10,length
1.0,2,0,8,2.0,20.0,length_rho0.3,5445.050162657756,0.23240859799989266,1.0,5521.454903345249,1.0,18.0,600.0,1.5,1.0,30,80,5521.454903345249,80.0,1.0,1.0,0.0,1.0,0.0,76.40474068749234,76.40474068749234,100.0,0.3,10,E1_small,ok,10,5.0,268.29022503135025,10,length
1.0,2,0,8,2.0,20.0,length_rho0.7,5445.050162657756,0.23068288099966594,1.0,5521.454903345249,1.0,18.0,600.0,1.5,1.0,30,80,5521.454903345249,80.0,1.0,1.0,0.0,1.0,0.0,76.40474068749234,76.40474068749234,100.0,0.7,10,E1_small,ok,10,5.0,268.29022503135025,10,length
1.0,2,0,8,2.0,20.0,street_time_base,468.47007061544696,0.21831821300020238,1.0,569.7095332933677,1.0,18.0,600.0,1.5,1.0,30,80,569.7095332933677,80.0,1.0,1.0,0.0,1.0,0.0,101.2394626779207,101.2394626779207,100.0,0.5,10,E1_small,ok,10,5.0,242.19994393943512,10,street_time
1.0,3,0,7,2.0,20.0,street_time_ants20,509.2789897146978,0.14551475400003255,1.0,588.0723063830424,1.0,18.0,600.0,1.5,1.0,20,80,588.0723063830424,70.0,1.0,1.0,0.0,1.0,0.0,78.79331666834463,78.79331666834463,100.0,0.5,10,E1_small,ok,10,5.0,222.62362696777154,10,street_time
1.0,1,0,9,2.0,20.0,street_time_ants40,462.9865872889468,0.2866376219999438,1.0,569.1681296244489,1.0,18.0,600.0,1.5,1.0,40,80,569.1681296244489,90.0,1.0,1.0,0.0,1.0,0.0,106.18154233550206,106.18154233550206,100.0,0.5,10,E1_small,ok,10,5.0,246.1541524327829,10,street_time
1.0,1,0,9,2.0,20.0,street_time_iters50,436.2532786228539,0.13858507799977815,1.0,568.1657104617414,1.0,18.0,600.0,1.5,1.0,30,50,568.1657104617414,90.0,1.0,1.0,0.0,1.0,0.0,131.91243183888753,131.91243183888753,100.0,0.5,10,E1_small,ok,10,5.0,269.6572662139938,10,street_time
1.0,2,0,8,2.0,20.0,street_time_iters120,476.16418562056964,0.3203037610001047,1.0,564.078525713405,1.0,18.0,600.0,1.5,1.0,30,120,564.078525713405,80.0,1.0,1.0,0.0,1.0,0.0,87.9143400928354,87.9143400928354,100.0,0.5,10,E1_small,ok,10,5.0,228.9850833844182,10,street_time
0.8,2,0,8,2.0,20.0,street_time_alpha0.8,456.85273179061886,0.2163504219997776,1.0,572.3278407829595,1.0,18.0,600.0,1.5,1.0,30,80,572.3278407829595,80.0,1.0,1.0,0.0,1.0,0.0,115.47510899234061,115.47510899234061,100.0,0.5,10,E1_small,ok,10,5.0,254.93656446476086,10,street_time
1.2,1,0,9,2.0,20.0,street_time_alpha1.2,456.8527317906188,0.21817493400067178,1.0,588.7651636295063,1.0,18.0,600.0,1.5,1.0,30,80,588.7651636295063,90.0,1.0,1.0,0.0,1.0,0.0,131.91243183888753,131.91243183888753,100.0,0.5,10,E1_small,ok,10,5.0,271.3738873113077,10,street_time
1.0,1,0,9,1.5,20.0,street_time_beta1.5,467.5682570264464,0.22245961899989197,1.0,565.4534356368272,1.0,18.0,600.0,1.5,1.0,30,80,565.4534356368272,90.0,1.0,1.0,0.0,1.0,0.0,97.88517861038082,97.88517861038082,100.0,0.5,10,E1_small,ok,10,5.0,238.7705087394785,10,street_time
1.0,2,0,8,2.5,20.0,street_time_beta2.5,463.5678595381451,0.21302393400037545,1.0,554.8073222160658,1.0,18.0,600.0,1.5,1.0,30,80,554.8073222160658,80.0,1.0,1.0,0.0,1.0,0.0,91.2394626779207,91.2394626779207,100.0,0.5,10,E1_small,ok,10,5.0,229.87011763943292,10,street_time
1.0,1,0,9,2.0,20.0,street_time_gamma0.7,436.2532786228539,0.21931060400038405,0.7,568.1657104617414,1.0,18.0,600.0,1.5,1.0,30,80,568.1657104617414,90.0,1.0,1.0,0.0,1.0,0.0,131.91243183888753,131.91243183888753,100.0,0.5,10,E1_small,ok,10,5.0,269.6572662139938,10,street_time
1.0,1,0,9,2.0,20.0,street_time_gamma1.3,436.2532786228539,0.21745940199980396,1.3,568.1657104617414,1.0,18.0,600.0,1.5,1.0,30,80,568.1657104617414,90.0,1.0,1.0,0.0,1.0,0.0,131.91243183888753,131.91243183888753,100.0,0.5,10,E1_small,ok,10,5.0,269.6572662139939,10,street_time
1.0,2,0,8,2.0,20.0,street_time_rho0.3,467.56825702644653,0.21416709699951753,1.0,553.8438301266959,1.0,18.0,600.0,1.5,1.0,30,80,553.8438301266959,80.0,1.0,1.0,0.0,1.0,0.0,86.2755731002494,86.2755731002494,100.0,0.3,10,E1_small,ok,10,5.0,227.160903229347,10,street_time
1.0,1,0,9,2.0,20.0,street_time_rho0.7,453.60919437116013,0.21623919400008162,1.0,559.7907367066622,1.0,18.0,600.0,1.5,1.0,30,80,559.7907367066622,90.0,1.0,1.0,0.0,1.0,0.0,106.18154233550206,106.18154233550206,100.0,0.7,10,E1_small,ok,10,5.0,245.37270302296736,10,street_time
1.0,1,0,9,2.0,20.0,random_length_base,11793.22570256723,0.006797217999519489,1.0,11885.991989866892,1.0,18.0,600.0,1.5,1.0,30,80,11885.991989866892,90.0,1.0,1.0,0.0,1.0,0.0,92.76628729966274,92.76628729966274,100.0,0.5,10,E1_small,ok,10,5.0,389.3200490091166,10,length
1.0,2,0,8,2.0,20.0,random_street_time_base,777.9234870429191,0.006062780000320345,1.0,843.0659120046735,1.0,18.0,600.0,1.5,1.0,30,80,843.0659120046735,80.0,1.0,1.0,0.0,1.0,0.0,65.14242496175444,65.14242496175444,100.0,0.5,10,E1_small,ok,10,5.0,230.50029643568962,10,street_time
1.0,1,0,9,2.0,20.0,greedy_length_base,5921.843811523459,0.006320853999568499,1.0,6048.758173212178,1.0,18.0,600.0,1.5,1.0,30,80,6048.758173212178,90.0,1.0,1.0,0.0,1.0,0.0,126.91436168871905,126.91436168871905,100.0,0.5,10,E1_small,ok,10,5.0,326.74640684700535,10,length
1.0,1,0,9,2.0,20.0,greedy_street_time_base,462.9248551969037,0.006289795999691705,1.0,594.8372870357912,1.0,18.0,600.0,1.5,1.0,30,80,594.8372870357912,90.0,1.0,1.0,0.0,1.0,0.0,131.91243183888753,131.91243183888753,100.0,0.5,10,E1_small,ok,10,5.0,271.87989759516483,10,street_time
1.0,2,0,12,2.0,20.0,length_base,8312.316126549722,0.42620646499926806,1.0,8418.629879279215,1.0,18.0,600.0,1.5,1.0,30,80,8418.629879279215,85.71428571428571,1.0,1.0,0.0,1.0,0.0,106.31375272949282,106.31375272949282,100.0,0.5,1,E2_medium,ok,14,5.0,385.987003138217,10,length
1.0,2,0,12,2.0,20.0,length_ants20,8527.160792096567,0.2897593070001676,1.0,8640.021909671803,1.0,18.0,600.0,1.5,1.0,20,80,8640.021909671803,85.71428571428571,1.0,1.0,0.0,1.0,0.0,112.86111757523491,112.86111757523491,100.0,0.5,1,E2_medium,ok,14,5.0,396.1151124097397,10,length
1.0,1,2,11,2.0,20.0,length_ants40,7813.243095326348,0.5714029020000453,1.0,8036.018388973948,1.0,18.0,600.0,1.5,1.0,40,80,8036.018388973948,78.57142857142857,1.0,1.0,0.0,1.0,0.0,222.77529364760005,222.77529364760005,100.0,0.5,1,E2_medium,ok,14,5.0,433.2320343952623,10,length
1.0,1,2,11,2.0,20.0,length_iters50,8457.559983230718,0.3033748719999494,1.0,8655.734013201081,1.0,18.0,600.0,1.5,1.0,30,50,8655.734013201081,78.57142857142857,1.0,1.0,0.0,1.0,0.0,198.17402997036288,198.17402997036288,100.0,0.5,1,E2_medium,ok,14,5.0,443.97064919366835,10,length
1.0,2,0,12,2.0,20.0,length_iters120,8514.851222966685,0.6205222220005453,1.0,8609.465559004364,1.0,18.0,600.0,1.5,1.0,30,120,8609.465559004364,85.71428571428571,1.0,1.0,0.0,1.0,0.0,94.61433603767847,94.61433603767847,100.0,0.5,1,E2_medium,ok,14,5.0,377.663171386685,10,length
0.8,2,0,12,2.0,20.0,length_alpha0.8,8264.46124108432,0.4223543199996129,1.0,8364.083599892863,1.0,18.0,600.0,1.5,1.0,30,80,8364.083599892863,85.71428571428571,1.0,1.0,0.0,1.0,0.0,99.62235880854308,99.62235880854308,100.0,0.5,1,E2_medium,ok,14,5.0,378.4980277928437,10,length
1.2,2,0,12,2.0,20.0,length_alpha1.2,8073.698887803942,0.4301080519999232,1.0,8180.012640533435,1.0,18.0,600.0,1.5,1.0,30,80,8180.012640533435,85.71428571428571,1.0,1.0,0.0,1.0,0.0,106.31375272949282,106.31375272949282,100.0,0.5,1,E2_medium,ok,14,5.0,382.0100491591205,10,length
1.0,2,0,12,1.5,20.0,length_beta1.5,8950.712378745311,0.4259494320003796,1.0,9045.32671478299,1.0,18.0,600.0,1.5,1.0,30,80,9045.32671478299,85.71428571428571,1.0,1.0,0.0,1.0,0.0,94.61433603767847,94.61433603767847,100.0,0.5,1,E2_medium,ok,14,5.0,384.9275239829957,10,length
1.0,2,0,12,2.5,20.0,length_beta2.5,7578.356341544886,0.4317265669997141,1.0,7701.240633744386,1.0,18.0,600.0,1.5,1.0,30,80,7701.240633744386,85.71428571428571,1.0,1.0,0.0,1.0,0.0,122.88429219950058,122.88429219950058,100.0,0.5,1,E2_medium,ok,14,5.0,390.32487952481074,10,length
1.0,2,0,12,2.0,20.0,length_gamma0.7,8073.698887803942,0.438061638000363,0.7,8180.012640533435,1.0,18.0,600.0,1.5,1.0,30,80,8180.012640533435,85.71428571428571,1.0,1.0,0.0,1.0,0.0,106.31375272949282,106.31375272949282,100.0,0.5,1,E2_medium,ok,14,5.0,382.0100491591205,10,length
1.0,2,0,12,2.0,20.0,length_gamma1.3,8267.210770592006,0.42615422700055205,1.3,8361.825106629685,1.0,18.0,600.0,1.5,1.0,30,80,8361.825106629685,85.71428571428571,1.0,1.0,0.0,1.0,0.0,94.61433603767847,94.61433603767847,100.0,0.5,1,E2_medium,ok,14,5.0,373.5358305137738,10,length
1.0,2,0,12,2.0,20.0,length_rho0.3,8073.999126305725,0.46006090700029745,1.0,8180.312879035218,1.0,18.0,600.0,1.5,1.0,30,80,8180.312879035218,85.71428571428571,1.0,1.0,0.0,1.0,0.0,106.31375272949282,106.31375272949282,100.0,0.3,1,E2_medium,ok,14,5.0,382.0150531341502,10,length
1.0,2,0,12,2.0,20.0,length_rho0.7,8506.870467956192,0.4414105389996621,1.0,8601.484803993872,1.0,18.0,600.0,1.5,1.0,30,80,8601.484803993872,85.71428571428571,1.0,1.0,0.0,1.0,0.0,94.61433603767841,94.61433603767841,100.0,0.7,1,E2_medium,ok,14,5.0,377.5301588031771,10,length
1.0,2,0,12,2.0,20.0,street_time_base,752.9068171442029,0.40382997900087503,1.0,809.1503196159616,1.0,18.0,600.0,1.5,1.0,30,80,809.1503196159616,85.71428571428571,1.0,1.0,0.0,1.0,0.0,56.24350247175869,56.24350247175869,100.0,0.5,1,E2_medium,ok,14,5.0,260.2542783149207,10,street_time
1.0,2,0,12,2.0,20.0,street_time_ants20,727.0867323663834,0.27439507199960644,1.0,835.8537374113852,1.0,18.0,600.0,1.5,1.0,20,80,835.8537374113852,85.71428571428571,1.0,1.0,0.0,1.0,0.0,108.76700504500172,108.76700504500172,100.0,0.5,1,E2_medium,ok,14,5.0,311.2788747857609,10,street_time
1.0,1,0,13,2.0,20.0,street_time_ants40,653.6695718168733,0.5246408720004183,1.0,800.6597907322766,1.0,18.0,600.0,1.5,1.0,40,80,800.6597907322766,92.85714285714286,1.0,1.0,0.0,1.0,0.0,146.99021891540332,146.99021891540332,100.0,0.5,1,E2_medium,ok,14,5.0,344.1216188044898,10,street_time
1.0,2,0,12,2.0,20.0,street_time_iters50,700.1211387738971,0.25678478499958146,1.0,810.8412467985236,1.0,18.0,600.0,1.5,1.0,30,50,810.8412467985236,85.71428571428571,1.0,1.0,0.0,1.0,0.0,110.72010802462648,110.72010802462648,100.0,0.5,1,E2_medium,ok,14,5.0,311.1915576064398,10,street_time
1.0,2,0,12,2.0,20.0,street_time_iters120,708.5779837281326,0.5965327119993162,1.0,830.7726060184656,1.0,18.0,600.0,1.5,1.0,30,120,830.7726060184656,85.71428571428571,1.0,1.0,0.0,1.0,0.0,122.19462229033297,122.19462229033297,100.0,0.5,1,E2_medium,ok,14,5.0,323.3708089516658,10,street_time
0.8,2,0,12,2.0,20.0,street_time_alpha0.8,681.0650838975195,0.407027276000008,1.0,789.4837383559512,1.0,18.0,600.0,1.5,1.0,30,80,789.4837383559512,85.71428571428571,1.0,1.0,0.0,1.0,0.0,108.41865445843177,108.41865445843177,100.0,0.5,1,E2_medium,ok,14,5.0,307.83301368757213,10,street_time
1.2,1,0,13,2.0,20.0,street_time_alpha1.2,778.0131820773673,0.3828464560001521,1.0,833.1879870554682,1.0,18.0,600.0,1.5,1.0,30,80,833.1879870554682,92.85714285714286,1.0,1.0,0.0,1.0,0.0,55.17480497810084,55.17480497810084,100.0,0.5,1,E2_medium,ok,14,5.0,262.13725816853685,10,street_time
1.0,2,0,12,1.5,20.0,street_time_beta1.5,885.185465312628,0.3865653509992626,1.0,925.4235052145252,1.0,18.0,600.0,1.5,1.0,30,80,925.4235052145252,85.71428571428571,1.0,1.0,0.0,1.0,0.0,40.238039901897196,40.238039901897196,100.0,0.5,1,E2_medium,ok,14,5.0,255.39388983448475,10,street_time
1.0,2,0,12,2.5,20.0,street_time_beta2.5,690.5083927957883,0.4430992259995037,1.0,812.7030150861212,1.0,18.0,600.0,1.5,1.0,30,80,812.7030150861212,85.71428571428571,1.0,1.0,0.0,1.0,0.0,122.19462229033297,122.19462229033297,100.0,0.5,1,E2_medium,ok,14,5.0,321.8650097073039,10,street_time
1.0,2,0,12,2.0,20.0,street_time_gamma0.7,724.2676363884669,0.43381705800038617,0.7,832.6862908468987,1.0,18.0,600.0,1.5,1.0,30,80,832.6862908468987,85.71428571428571,1.0,1.0,0.0,1.0,0.0,108.41865445843177,108.41865445843177,100.0,0.5,1,E2_medium,ok,14,5.0,310.90231217479254,10,street_time
1.0,2,0,12,2.0,20.0,street_time_gamma1.3,768.657384162076,0.4307308200004627,1.3,863.0111049470158,1.0,18.0,600.0,1.5,1.0,30,80,863.0111049470158,85.71428571428571,1.0,1.0,0.0,1.0,0.0,94.35372078493987,94.35372078493987,100.0,0.5,1,E2_medium,ok,14,5.0,300.5365241491014,10,street_time
1.0,2,0,12,2.0,20.0,street_time_rho0.3,690.5559341880721,0.4099904630002129,1.0,823.4881833391918,1.0,18.0,600.0,1.5,1.0,30,80,823.4881833391918,85.71428571428571,1.0,1.0,0.0,1.0,0.0,132.93224915111966,132.93224915111966,100.0,0.3,1,E2_medium,ok,14,5.0,332.3998857103528,10,street_time
1.0,1,0,13,2.0,20.0,street_time_rho0.7,677.6950985770774,0.416068902999541,1.0,811.8766409125794,1.0,18.0,600.0,1.5,1.0,30,80,811.8766409125794,92.85714285714286,1.0,1.0,0.0,1.0,0.0,134.18154233550206,134.18154233550206,100.0,0.7,1,E2_medium,ok,14,5.0,332.7841552342471,10,street_time
1.0,3,2,9,2.0,20.0,random_length_base,14829.66177169782,0.01719648100061022,1.0,15141.337794313336,1.0,18.0,600.0,1.5,1.0,30,80,15141.337794313336,64.28571428571429,1.0,1.0,0.0,1.0,0.0,311.6760226155161,311.6760226155161,100.0,0.5,1,E2_medium,ok,14,5.0,500.6510091034196,10,length
1.0,2,0,12,2.0,20.0,random_street_time_base,1218.682398567294,0.01590656200005469,1.0,1330.4310652374284,1.0,18.0,600.0,1.5,1.0,30,80,1330.4310652374284,85.71428571428571,1.0,1.0,0.0,1.0,0.0,111.74866667013418,111.74866667013418,100.0,0.5,1,E2_medium,ok,14,5.0,353.30553321740877,10,street_time
1.0,2,0,12,2.0,20.0,greedy_length_base,9611.475542355274,0.015955923999172228,1.0,9711.097901163817,1.0,18.0,600.0,1.5,1.0,30,80,9711.097901163817,85.71428571428571,1.0,1.0,0.0,1.0,0.0,99.62235880854308,99.62235880854308,100.0,0.5,1,E2_medium,ok,14,5.0,400.9482661473596,10,length
